date,unit_id,metric
1998-01-01,France,106.388
1999-01-01,France,109.439
2000-01-01,France,113.191
2001-01-01,France,114.503
2002-01-01,France,114.888
2003-01-01,France,115.184
2004-01-01,France,117.623
2005-01-01,France,118.947
2006-01-01,France,121.327
2007-01-01,France,123.631
2008-01-01,France,123.41
2009-01-01,France,119.31
2010-01-01,France,121.098
2011-01-01,France,123.453
2012-01-01,France,123.083
2013-01-01,France,123.406
2014-01-01,France,124.047
2015-01-01,France,124.925
2016-01-01,France,125.667
2017-01-01,France,127.914
2018-01-01,France,129.554
2019-01-01,France,131.742
1995-01-01,Germany,100.0
1996-01-01,Germany,100.746
1997-01-01,Germany,102.464
1998-01-01,Germany,104.595
1999-01-01,Germany,106.754
2000-01-01,Germany,109.676
2001-01-01,Germany,111.283
2002-01-01,Germany,110.842
2003-01-01,Germany,110.194
2004-01-01,Germany,111.499
2005-01-01,Germany,112.55
2006-01-01,Germany,117.034
2007-01-01,Germany,120.576
2008-01-01,Germany,121.879
2009-01-01,Germany,115.413
2010-01-01,Germany,120.369
2011-01-01,Germany,127.229
2012-01-01,Germany,127.579
2013-01-01,Germany,127.737
2014-01-01,Germany,129.979
2015-01-01,Germany,131.001
2016-01-01,Germany,132.836
2017-01-01,Germany,136.043
2018-01-01,Germany,137.175
2019-01-01,Germany,138.204
1995-01-01,Iceland,100.0
1996-01-01,Iceland,103.935
1997-01-01,Iceland,107.356
1998-01-01,Iceland,113.658
1999-01-01,Iceland,116.669
2000-01-01,Iceland,120.728
2001-01-01,Iceland,123.709
2002-01-01,Iceland,123.275
2003-01-01,Iceland,125.217
2004-01-01,Iceland,133.584
2005-01-01,Iceland,140.729
2006-01-01,Iceland,145.26
2007-01-01,Iceland,154.011
2008-01-01,Iceland,153.743
2009-01-01,Iceland,140.47
2010-01-01,Iceland,137.546
2011-01-01,Iceland,139.019
2012-01-01,Iceland,139.898
2013-01-01,Iceland,143.566
2014-01-01,Iceland,144.695
2015-01-01,Iceland,148.592
2016-01-01,Iceland,155.655
2017-01-01,Iceland,157.346
2018-01-01,Iceland,160.327
2019-01-01,Iceland,158.626
1995-01-01,Ireland,100.0
1996-01-01,Ireland,106.533
1997-01-01,Ireland,117.095
1998-01-01,Ireland,126.038
1999-01-01,Ireland,137.748
2000-01-01,Ireland,148.706
2001-01-01,Ireland,154.122
2002-01-01,Ireland,160.487
2003-01-01,Ireland,162.653
2004-01-01,Ireland,170.547
2005-01-01,Ireland,176.45
2006-01-01,Ireland,180.323
2007-01-01,Ireland,184.487
2008-01-01,Ireland,172.658
2009-01-01,Ireland,162.204
2010-01-01,Ireland,164.038
2011-01-01,Ireland,165.952
2012-01-01,Ireland,164.581
2013-01-01,Ireland,167.307
2014-01-01,Ireland,181.677
2015-01-01,Ireland,224.284
2016-01-01,Ireland,224.13
2017-01-01,Ireland,243.478
2018-01-01,Ireland,258.42
2019-01-01,Ireland,266.995
1995-01-01,Italy,100.0
1996-01-01,Italy,101.317
1997-01-01,Italy,103.214
1998-01-01,Italy,105.046
1999-01-01,Italy,106.79
2000-01-01,Italy,110.886
2001-01-01,Italy,113.041
2002-01-01,Italy,113.123
2003-01-01,Italy,112.588
2004-01-01,Italy,113.4
2005-01-01,Italy,113.599
2006-01-01,Italy,115.182
2007-01-01,Italy,116.157
2008-01-01,Italy,114.086
2009-01-01,Italy,107.409
2010-01-01,Italy,108.57
2011-01-01,Italy,108.947
2012-01-01,Italy,105.254
2013-01-01,Italy,103.134
2014-01-01,Italy,103.117
2015-01-01,Italy,104.188
2016-01-01,Italy,105.676
2017-01-01,Italy,107.573
2018-01-01,Italy,108.199
2019-01-01,Italy,109.426
1995-01-01,Japan,100.0
1996-01-01,Japan,102.9
1997-01-01,Japan,103.663
1998-01-01,Japan,102.068
1999-01-01,Japan,101.542
2000-01-01,Japan,104.174
2001-01-01,Japan,104.325
2002-01-01,Japan,104.126
2003-01-01,Japan,105.499
2004-01-01,Japan,107.769
2005-01-01,Japan,109.703
2006-01-01,Japan,111.138
2007-01-01,Japan,112.657
2008-01-01,Japan,111.224
2009-01-01,Japan,104.905
2010-01-01,Japan,109.184
2011-01-01,Japan,109.413
2012-01-01,Japan,111.094
2013-01-01,Japan,113.485
2014-01-01,Japan,113.973
2015-01-01,Japan,115.874
2016-01-01,Japan,116.808
2017-01-01,Japan,118.862
2018-01-01,Japan,119.778
2019-01-01,Japan,119.464
1995-01-01,Luxembourg,100.0
1996-01-01,Luxembourg,100.027
1997-01-01,Luxembourg,104.135
1998-01-01,Luxembourg,109.712
1999-01-01,Luxembourg,117.089
2000-01-01,Luxembourg,123.541
2001-01-01,Luxembourg,125.833
2002-01-01,Luxembourg,128.538
2003-01-01,Luxembourg,130.311
2004-01-01,Luxembourg,133.909
2005-01-01,Luxembourg,135.15
2006-01-01,Luxembourg,141.014
2007-01-01,Luxembourg,150.098
2008-01-01,Luxembourg,146.997
2009-01-01,Luxembourg,139.626
2010-01-01,Luxembourg,142.256
2011-01-01,Luxembourg,140.582
2012-01-01,Luxembourg,139.51
2013-01-01,Luxembourg,140.647
2014-01-01,Luxembourg,140.974
2015-01-01,Luxembourg,140.811
2016-01-01,Luxembourg,144.669
2017-01-01,Luxembourg,143.054
2018-01-01,Luxembourg,142.583
2019-01-01,Luxembourg,143.655
1995-01-01,Netherlands,100.0
1996-01-01,Netherlands,102.944
1997-01-01,Netherlands,106.767
1998-01-01,Netherlands,111.043
1999-01-01,Netherlands,115.869
2000-01-01,Netherlands,119.898
2001-01-01,Netherlands,121.762
2002-01-01,Netherlands,121.284
2003-01-01,Netherlands,120.832
2004-01-01,Netherlands,122.84
2005-01-01,Netherlands,125.046
2006-01-01,Netherlands,129.262
2007-01-01,Netherlands,133.992
2008-01-01,Netherlands,136.297
2009-01-01,Netherlands,130.628
2010-01-01,Netherlands,131.674
2011-01-01,Netherlands,133.386
2012-01-01,Netherlands,131.593
2013-01-01,Netherlands,131.166
2014-01-01,Netherlands,132.803
2015-01-01,Netherlands,135.019
2016-01-01,Netherlands,137.559
2017-01-01,Netherlands,140.551
2018-01-01,Netherlands,142.889
2019-01-01,Netherlands,145.221
1995-01-01,New Zealand,100.0
1996-01-01,New Zealand,101.985
1997-01-01,New Zealand,102.748
1998-01-01,New Zealand,102.715
1999-01-01,New Zealand,107.671
2000-01-01,New Zealand,110.113
2001-01-01,New Zealand,113.199
2002-01-01,New Zealand,116.494
2003-01-01,New Zealand,119.617
2004-01-01,New Zealand,122.671
2005-01-01,New Zealand,125.361
2006-01-01,New Zealand,127.284
2007-01-01,New Zealand,129.957
2008-01-01,New Zealand,127.548
2009-01-01,New Zealand,126.232
2010-01-01,New Zealand,126.658
2011-01-01,New Zealand,128.327
2012-01-01,New Zealand,130.645
2013-01-01,New Zealand,133.003
2014-01-01,New Zealand,135.817
2015-01-01,New Zealand,137.991
2016-01-01,New Zealand,140.025
2017-01-01,New Zealand,141.764
2018-01-01,New Zealand,144.08
2019-01-01,New Zealand,145.352
1995-01-01,Norway,100.0
1996-01-01,Norway,104.497
1997-01-01,Norway,109.424
1998-01-01,Norway,111.677
1999-01-01,Norway,113.214
2000-01-01,Norway,116.214
2001-01-01,Norway,118.018
2002-01-01,Norway,119.0
2003-01-01,Norway,119.422
2004-01-01,Norway,123.485
2005-01-01,Norway,125.94
2006-01-01,Norway,128.004
2007-01-01,Norway,130.378
2008-01-01,Norway,129.384
2009-01-01,Norway,125.284
2010-01-01,Norway,124.707
2011-01-01,Norway,124.46
2012-01-01,Norway,126.175
2013-01-01,Norway,125.925
2014-01-01,Norway,127.063
2015-01-01,Norway,128.142
2016-01-01,Norway,128.497
2017-01-01,Norway,130.604
2018-01-01,Norway,130.82
2019-01-01,Norway,131.4
1995-01-01,Portugal,100.0
1996-01-01,Portugal,103.116
1997-01-01,Portugal,107.174
1998-01-01,Portugal,111.761
1999-01-01,Portugal,115.472
2000-01-01,Portugal,119.039
2001-01-01,Portugal,120.5
2002-01-01,Portugal,120.766
2003-01-01,Portugal,119.194
2004-01-01,Portugal,121.036
2005-01-01,Portugal,121.756
2006-01-01,Portugal,123.512
2007-01-01,Portugal,126.359
2008-01-01,Portugal,126.58
2009-01-01,Portugal,122.511
2010-01-01,Portugal,124.583
2011-01-01,Portugal,122.628
2012-01-01,Portugal,118.139
2013-01-01,Portugal,117.62
2014-01-01,Portugal,119.133
2015-01-01,Portugal,121.529
2016-01-01,Portugal,124.356
2017-01-01,Portugal,128.792
2018-01-01,Portugal,132.799
2019-01-01,Portugal,136.413
1995-01-01,Spain,100.0
1996-01-01,Spain,102.181
1997-01-01,Spain,105.404
1998-01-01,Spain,109.484
1999-01-01,Spain,113.849
2000-01-01,Spain,119.235
2001-01-01,Spain,123.051
2002-01-01,Spain,124.668
2003-01-01,Spain,126.033
2004-01-01,Spain,127.735
2005-01-01,Spain,130.055
2006-01-01,Spain,133.046
2007-01-01,Spain,135.221
2008-01-01,Spain,134.102
2009-01-01,Spain,127.91
2010-01-01,Spain,127.443
2011-01-01,Spain,126.178
2012-01-01,Spain,122.483
2013-01-01,Spain,121.173
2014-01-01,Spain,123.395
2015-01-01,Spain,128.512
2016-01-01,Spain,132.156
2017-01-01,Spain,135.653
2018-01-01,Spain,138.277
2019-01-01,Spain,139.982
1995-01-01,Sweden,100.0
1996-01-01,Sweden,101.543
1997-01-01,Sweden,104.595
1998-01-01,Sweden,108.976
1999-01-01,Sweden,113.466
2000-01-01,Sweden,118.53
2001-01-01,Sweden,119.821
2002-01-01,Sweden,122.152
2003-01-01,Sweden,123.987
2004-01-01,Sweden,128.662
2005-01-01,Sweden,131.728
2006-01-01,Sweden,137.114
2007-01-01,Sweden,140.49
2008-01-01,Sweden,138.113
2009-01-01,Sweden,131.114
2010-01-01,Sweden,137.477
2011-01-01,Sweden,140.76
2012-01-01,Sweden,139.143
2013-01-01,Sweden,139.539
2014-01-01,Sweden,141.333
2015-01-01,Sweden,145.983
2016-01-01,Sweden,147.233
2017-01-01,Sweden,147.997
2018-01-01,Sweden,148.878
2019-01-01,Sweden,151.22
1995-01-01,Switzerland,100.0
1996-01-01,Switzerland,100.029
1997-01-01,Switzerland,102.044
1998-01-01,Switzerland,104.824
1999-01-01,Switzerland,106.06
2000-01-01,Switzerland,109.641
2001-01-01,Switzerland,110.666
2002-01-01,Switzerland,109.752
2003-01-01,Switzerland,108.905
2004-01-01,Switzerland,111.081
2005-01-01,Switzerland,113.407
2006-01-01,Switzerland,117.288
2007-01-01,Switzerland,120.797
2008-01-01,Switzerland,122.621
2009-01-01,Switzerland,118.317
2010-01-01,Switzerland,120.888
2011-01-01,Switzerland,121.719
2012-01-01,Switzerland,121.854
2013-01-01,Switzerland,122.62
2014-01-01,Switzerland,123.979
2015-01-01,Switzerland,124.592
2016-01-01,Switzerland,125.788
2017-01-01,Switzerland,126.318
2018-01-01,Switzerland,128.978
2019-01-01,Switzerland,129.523
1995-01-01,United Kingdom,100.0
1996-01-01,United Kingdom,102.354
1997-01-01,United Kingdom,107.073
1998-01-01,United Kingdom,110.227
1999-01-01,United Kingdom,113.095
2000-01-01,United Kingdom,117.79
2001-01-01,United Kingdom,120.143
2002-01-01,United Kingdom,121.68
2003-01-01,United Kingdom,125.013
2004-01-01,United Kingdom,127.195
2005-01-01,United Kingdom,129.85
2006-01-01,United Kingdom,131.722
2007-01-01,United Kingdom,134.531
2008-01-01,United Kingdom,133.41
2009-01-01,United Kingdom,126.331
2010-01-01,United Kingdom,128.178
2011-01-01,United Kingdom,128.263
2012-01-01,United Kingdom,129.299
2013-01-01,United Kingdom,130.643
2014-01-01,United Kingdom,133.769
2015-01-01,United Kingdom,135.649
2016-01-01,United Kingdom,137.546
2017-01-01,United Kingdom,140.933
2018-01-01,United Kingdom,142.422
2019-01-01,United Kingdom,143.471
1995-01-01,United States,100.0
1996-01-01,United States,102.572
1997-01-01,United States,105.852
1998-01-01,United States,109.316
1999-01-01,United States,113.242
2000-01-01,United States,116.555
2001-01-01,United States,116.51
2002-01-01,United States,117.397
2003-01-01,United States,119.646
2004-01-01,United States,123.106
2005-01-01,United States,126.225
2006-01-01,United States,128.495
2007-01-01,United States,129.829
2008-01-01,United States,128.753
2009-01-01,United States,124.341
2010-01-01,United States,126.616
2011-01-01,United States,127.582
2012-01-01,United States,129.465
2013-01-01,United States,131.21
2014-01-01,United States,133.455
2015-01-01,United States,136.294
2016-01-01,United States,137.688
2017-01-01,United States,140.098
2018-01-01,United States,143.41
2019-01-01,United States,146.36
