date,unit_id,metric
2024-05-01,Lisbon,151.66
2024-06-01,Lisbon,153.77
2024-07-01,Lisbon,152.43
2024-08-01,Lisbon,151.66
2024-09-01,Lisbon,146.91
2024-10-01,Lisbon,148.76
2024-11-01,Lisbon,148.08
2024-12-01,Lisbon,151.36
2025-01-01,Lisbon,156.53
2025-02-01,Lisbon,165.97
2025-03-01,Lisbon,168.87
2025-04-01,Lisbon,169.98
2025-05-01,Lisbon,175.66
2025-06-01,Lisbon,167.09
2025-07-01,Lisbon,165.48
2025-08-01,Lisbon,161.94
2025-09-01,Lisbon,159.03
2025-10-01,Lisbon,164.11
2025-11-01,Lisbon,164.61
2025-12-01,Lisbon,162.77
2023-01-01,London,94.32
2023-02-01,London,100.88
2023-03-01,London,103.27
2023-04-01,London,102.5
2023-05-01,London,103.96
2023-06-01,London,103.23
2023-07-01,London,100.91
2023-08-01,London,100.9
2023-09-01,London,96.77
2023-10-01,London,100.19
2023-11-01,London,100.33
2023-12-01,London,100.12
2024-01-01,London,105.84
2024-02-01,London,112.3
2024-03-01,London,113.81
2024-04-01,London,114.59
2024-05-01,London,115.57
2024-06-01,London,113.73
2024-07-01,London,114.78
2024-08-01,London,105.8
2024-09-01,London,109.29
2024-10-01,London,104.2
2024-11-01,London,105.29
2024-12-01,London,113.85
2025-01-01,London,107.02
2025-02-01,London,111.84
2025-03-01,London,110.59
2025-04-01,London,113.17
2025-05-01,London,113.38
2025-06-01,London,109.48
2025-07-01,London,109.7
2025-08-01,London,108.18
2025-09-01,London,104.95
2025-10-01,London,108.45
2025-11-01,London,108.87
2025-12-01,London,111.12
2023-01-01,Madrid,73.05
2023-02-01,Madrid,75.43
2023-03-01,Madrid,75.37
2023-04-01,Madrid,76.34
2023-05-01,Madrid,76.84
2023-06-01,Madrid,77.77
2023-07-01,Madrid,74.69
2023-08-01,Madrid,78.29
2023-09-01,Madrid,70.98
2023-10-01,Madrid,70.41
2023-11-01,Madrid,75.3
2023-12-01,Madrid,78.76
2024-01-01,Madrid,79.65
2024-02-01,Madrid,83.04
2024-03-01,Madrid,86.37
2024-04-01,Madrid,84.48
2024-05-01,Madrid,81.82
2024-06-01,Madrid,82.6
2024-07-01,Madrid,83.99
2024-08-01,Madrid,77.62
2024-09-01,Madrid,79.57
2024-10-01,Madrid,80.01
2024-11-01,Madrid,80.02
2024-12-01,Madrid,84.25
2025-01-01,Madrid,86.69
2025-02-01,Madrid,92.9
2025-03-01,Madrid,91.64
2025-04-01,Madrid,90.34
2025-05-01,Madrid,90.43
2025-06-01,Madrid,88.89
2025-07-01,Madrid,90.88
2025-08-01,Madrid,86.26
2025-09-01,Madrid,86.25
2025-10-01,Madrid,87.89
2025-11-01,Madrid,86.09
2025-12-01,Madrid,89.1
2023-01-01,Milan,122.59
2023-02-01,Milan,127.16
2023-03-01,Milan,128.41
2023-04-01,Milan,134.03
2023-05-01,Milan,131.93
2023-06-01,Milan,131.46
2023-07-01,Milan,129.94
2023-08-01,Milan,125.93
2023-09-01,Milan,123.59
2023-10-01,Milan,127.32
2023-11-01,Milan,125.45
2023-12-01,Milan,128.01
2024-01-01,Milan,133.45
2024-02-01,Milan,140.81
2024-03-01,Milan,141.72
2024-04-01,Milan,144.47
2024-05-01,Milan,145.82
2024-06-01,Milan,140.71
2024-07-01,Milan,135.6
2024-08-01,Milan,136.98
2024-09-01,Milan,135.14
2024-10-01,Milan,133.46
2024-11-01,Milan,138.37
2024-12-01,Milan,141.49
2025-01-01,Milan,142.9
2025-02-01,Milan,150.55
2025-03-01,Milan,152.76
2025-04-01,Milan,152.14
2025-05-01,Milan,156.0
2025-06-01,Milan,153.31
2025-07-01,Milan,149.24
2025-08-01,Milan,149.1
2025-09-01,Milan,147.33
2025-10-01,Milan,145.19
2025-11-01,Milan,149.1
2025-12-01,Milan,153.97
2023-01-01,Paris,84.73
2023-02-01,Paris,88.15
2023-03-01,Paris,91.64
2023-04-01,Paris,90.33
2023-05-01,Paris,93.25
2023-06-01,Paris,89.2
2023-07-01,Paris,91.51
2023-08-01,Paris,87.86
2023-09-01,Paris,91.22
2023-10-01,Paris,87.21
2023-11-01,Paris,90.76
2023-12-01,Paris,87.98
2024-01-01,Paris,93.6
2024-02-01,Paris,97.74
2024-03-01,Paris,103.16
2024-04-01,Paris,97.68
2024-05-01,Paris,103.02
2024-06-01,Paris,101.02
2024-07-01,Paris,101.02
2024-08-01,Paris,97.5
2024-09-01,Paris,94.98
2024-10-01,Paris,93.83
2024-11-01,Paris,93.75
2024-12-01,Paris,99.2
2025-01-01,Paris,101.68
2025-02-01,Paris,109.36
2025-03-01,Paris,106.66
2025-04-01,Paris,109.9
2025-05-01,Paris,106.12
2025-06-01,Paris,107.27
2025-07-01,Paris,106.7
2025-08-01,Paris,105.94
2025-09-01,Paris,105.99
2025-10-01,Paris,103.0
2025-11-01,Paris,102.23
2025-12-01,Paris,107.95
2023-01-01,Prague,74.83
2023-02-01,Prague,71.98
2023-03-01,Prague,77.62
2023-04-01,Prague,81.77
2023-05-01,Prague,76.48
2023-06-01,Prague,77.55
2023-07-01,Prague,75.95
2023-08-01,Prague,72.58
2023-09-01,Prague,74.25
2023-10-01,Prague,73.14
2023-11-01,Prague,72.22
2023-12-01,Prague,79.79
2024-01-01,Prague,80.59
2024-02-01,Prague,81.41
2024-03-01,Prague,82.63
2024-04-01,Prague,83.49
2024-05-01,Prague,87.52
2024-06-01,Prague,83.76
2024-07-01,Prague,83.39
2024-08-01,Prague,80.51
2024-09-01,Prague,81.11
2024-10-01,Prague,79.64
2024-11-01,Prague,82.55
2024-12-01,Prague,82.82
2025-01-01,Prague,87.59
2025-02-01,Prague,90.01
2025-03-01,Prague,90.59
2025-04-01,Prague,90.26
2025-05-01,Prague,90.1
2025-06-01,Prague,89.49
2025-07-01,Prague,87.42
2025-08-01,Prague,89.53
2025-09-01,Prague,86.7
2025-10-01,Prague,89.93
2025-11-01,Prague,92.51
2025-12-01,Prague,90.16
2023-01-01,Vienna,75.29
2023-02-01,Vienna,79.83
2023-03-01,Vienna,82.82
2023-04-01,Vienna,79.78
2023-05-01,Vienna,77.96
2023-06-01,Vienna,77.6
2023-07-01,Vienna,79.6
2023-08-01,Vienna,77.86
2023-09-01,Vienna,77.69
2023-10-01,Vienna,75.46
2023-11-01,Vienna,75.77
2023-12-01,Vienna,76.45
2024-01-01,Vienna,84.05
2024-02-01,Vienna,87.02
2024-03-01,Vienna,90.55
2024-04-01,Vienna,91.36
2024-05-01,Vienna,89.4
2024-06-01,Vienna,91.41
2024-07-01,Vienna,86.77
2024-08-01,Vienna,84.05
2024-09-01,Vienna,83.26
2024-10-01,Vienna,83.13
2024-11-01,Vienna,81.19
2024-12-01,Vienna,88.12
2025-01-01,Vienna,91.19
2025-02-01,Vienna,92.86
2025-03-01,Vienna,94.44
2025-04-01,Vienna,97.83
2025-05-01,Vienna,100.52
2025-06-01,Vienna,96.1
2025-07-01,Vienna,93.33
2025-08-01,Vienna,91.49
2025-09-01,Vienna,91.47
2025-10-01,Vienna,89.08
2025-11-01,Vienna,92.58
2025-12-01,Vienna,95.23
2023-01-01,Warsaw,103.22
2023-02-01,Warsaw,105.2
2023-03-01,Warsaw,108.37
2023-04-01,Warsaw,106.47
2023-05-01,Warsaw,109.23
2023-06-01,Warsaw,104.22
2023-07-01,Warsaw,104.94
2023-08-01,Warsaw,102.96
2023-09-01,Warsaw,99.2
2023-10-01,Warsaw,104.73
2023-11-01,Warsaw,103.46
2023-12-01,Warsaw,101.5
2024-01-01,Warsaw,110.2
2024-02-01,Warsaw,112.06
2024-03-01,Warsaw,115.86
2024-04-01,Warsaw,118.38
2024-05-01,Warsaw,118.23
2024-06-01,Warsaw,111.98
2024-07-01,Warsaw,111.55
2024-08-01,Warsaw,113.22
2024-09-01,Warsaw,112.89
2024-10-01,Warsaw,114.09
2024-11-01,Warsaw,115.49
2024-12-01,Warsaw,110.75
2025-01-01,Warsaw,120.18
2025-02-01,Warsaw,118.59
2025-03-01,Warsaw,128.64
2025-04-01,Warsaw,127.51
2025-05-01,Warsaw,124.72
2025-06-01,Warsaw,129.63
2025-07-01,Warsaw,124.71
2025-08-01,Warsaw,117.45
2025-09-01,Warsaw,120.43
2025-10-01,Warsaw,118.38
2025-11-01,Warsaw,121.66
2025-12-01,Warsaw,123.49
