date,unit_id,metric
2024-06-17,Bristol,66596.06
2024-06-24,Bristol,68691.52
2024-07-01,Bristol,66596.11
2024-07-08,Bristol,66802.35
2024-07-15,Bristol,68751.68
2024-07-22,Bristol,66271.12
2024-07-29,Bristol,66866.44
2024-08-05,Bristol,66077.25
2024-08-12,Bristol,66040.4
2024-08-19,Bristol,66344.95
2024-08-26,Bristol,66149.73
2024-09-02,Bristol,65055.16
2024-09-09,Bristol,66917.69
2024-09-16,Bristol,67080.55
2024-09-23,Bristol,68213.96
2024-09-30,Bristol,65374.42
2024-10-07,Bristol,66779.06
2024-10-14,Bristol,67819.72
2024-10-21,Bristol,68875.28
2024-10-28,Bristol,67176.51
2024-11-04,Bristol,68246.52
2024-11-11,Bristol,68425.42
2024-11-18,Bristol,71187.56
2024-11-25,Bristol,70710.93
2024-12-02,Bristol,70267.42
2024-12-09,Bristol,71536.86
2024-12-16,Bristol,73565.61
2024-12-23,Bristol,72021.84
2024-12-30,Bristol,73506.87
2025-01-06,Bristol,73553.2
2025-01-13,Bristol,74980.32
2025-01-20,Bristol,75017.39
2025-01-27,Bristol,76870.21
2025-02-03,Bristol,75628.73
2025-02-10,Bristol,76410.75
2025-02-17,Bristol,79064.07
2025-02-24,Bristol,79136.83
2025-03-03,Bristol,78337.19
2025-03-10,Bristol,80192.19
2025-03-17,Bristol,80621.05
2025-03-24,Bristol,79919.8
2025-03-31,Bristol,80723.55
2025-04-07,Bristol,80567.36
2025-04-14,Bristol,80854.81
2025-04-21,Bristol,80948.86
2025-04-28,Bristol,81691.97
2025-05-05,Bristol,80030.46
2025-05-12,Bristol,82594.38
2024-01-01,Cardiff,61188.87
2024-01-08,Cardiff,63974.99
2024-01-15,Cardiff,61701.25
2024-01-22,Cardiff,62062.31
2024-01-29,Cardiff,60639.74
2024-02-05,Cardiff,63968.27
2024-02-12,Cardiff,65270.28
2024-02-19,Cardiff,64273.24
2024-02-26,Cardiff,64947.23
2024-03-04,Cardiff,66327.54
2024-03-11,Cardiff,66706.8
2024-03-18,Cardiff,66022.55
2024-03-25,Cardiff,66040.03
2024-04-01,Cardiff,66560.37
2024-04-08,Cardiff,64168.68
2024-04-15,Cardiff,66815.09
2024-04-22,Cardiff,68867.71
2024-04-29,Cardiff,69079.62
2024-05-06,Cardiff,64948.1
2024-05-13,Cardiff,67283.76
2024-05-20,Cardiff,67102.16
2024-05-27,Cardiff,66417.88
2024-06-03,Cardiff,68227.39
2024-06-10,Cardiff,66132.14
2024-06-17,Cardiff,66887.21
2024-06-24,Cardiff,66614.41
2024-07-01,Cardiff,65092.29
2024-07-08,Cardiff,66278.28
2024-07-15,Cardiff,65809.79
2024-07-22,Cardiff,66472.19
2024-07-29,Cardiff,65107.13
2024-08-05,Cardiff,66426.01
2024-08-12,Cardiff,65492.64
2024-08-19,Cardiff,65327.26
2024-08-26,Cardiff,65369.43
2024-09-02,Cardiff,63080.14
2024-09-09,Cardiff,67433.49
2024-09-16,Cardiff,67423.67
2024-09-23,Cardiff,65113.76
2024-09-30,Cardiff,63408.44
2024-10-07,Cardiff,65903.11
2024-10-14,Cardiff,67630.92
2024-10-21,Cardiff,63439.28
2024-10-28,Cardiff,70040.58
2024-11-04,Cardiff,66803.25
2024-11-11,Cardiff,67670.9
2024-11-18,Cardiff,67956.93
2024-11-25,Cardiff,69827.09
2024-12-02,Cardiff,70550.55
2024-12-09,Cardiff,70824.11
2024-12-16,Cardiff,71814.06
2024-12-23,Cardiff,71135.87
2024-12-30,Cardiff,73495.04
2025-01-06,Cardiff,72977.41
2025-01-13,Cardiff,73862.9
2025-01-20,Cardiff,76089.48
2025-01-27,Cardiff,75727.29
2025-02-03,Cardiff,76991.02
2025-02-10,Cardiff,78894.56
2025-02-17,Cardiff,76367.39
2025-02-24,Cardiff,78197.55
2025-03-03,Cardiff,76453.09
2025-03-10,Cardiff,80880.71
2025-03-17,Cardiff,77333.99
2025-03-24,Cardiff,77306.64
2025-03-31,Cardiff,78813.81
2025-04-07,Cardiff,81465.55
2025-04-14,Cardiff,80368.6
2025-04-21,Cardiff,77972.57
2025-04-28,Cardiff,80554.82
2025-05-05,Cardiff,79353.99
2025-05-12,Cardiff,79155.58
2024-01-01,Edinburgh,49562.45
2024-01-08,Edinburgh,54815.45
2024-01-15,Edinburgh,53441.14
2024-01-22,Edinburgh,54416.68
2024-01-29,Edinburgh,53181.8
2024-02-05,Edinburgh,53645.64
2024-02-12,Edinburgh,55715.92
2024-02-19,Edinburgh,52713.5
2024-02-26,Edinburgh,53963.08
2024-03-04,Edinburgh,54319.02
2024-03-11,Edinburgh,56326.97
2024-03-18,Edinburgh,55783.7
2024-03-25,Edinburgh,55256.87
2024-04-01,Edinburgh,56678.45
2024-04-08,Edinburgh,58175.39
2024-04-15,Edinburgh,55342.84
2024-04-22,Edinburgh,58038.45
2024-04-29,Edinburgh,55947.08
2024-05-06,Edinburgh,58791.47
2024-05-13,Edinburgh,56211.57
2024-05-20,Edinburgh,56985.88
2024-05-27,Edinburgh,56388.09
2024-06-03,Edinburgh,57717.67
2024-06-10,Edinburgh,57079.96
2024-06-17,Edinburgh,56443.87
2024-06-24,Edinburgh,57079.7
2024-07-01,Edinburgh,57268.56
2024-07-08,Edinburgh,54998.47
2024-07-15,Edinburgh,54985.74
2024-07-22,Edinburgh,54795.1
2024-07-29,Edinburgh,55285.6
2024-08-05,Edinburgh,54498.89
2024-08-12,Edinburgh,57817.75
2024-08-19,Edinburgh,55660.14
2024-08-26,Edinburgh,55576.04
2024-09-02,Edinburgh,54185.51
2024-09-09,Edinburgh,53938.81
2024-09-16,Edinburgh,55364.95
2024-09-23,Edinburgh,57683.31
2024-09-30,Edinburgh,56861.87
2024-10-07,Edinburgh,56291.85
2024-10-14,Edinburgh,57041.8
2024-10-21,Edinburgh,56695.38
2024-10-28,Edinburgh,59172.29
2024-11-04,Edinburgh,58184.7
2024-11-11,Edinburgh,59962.89
2024-11-18,Edinburgh,59922.23
2024-11-25,Edinburgh,58821.62
2024-12-02,Edinburgh,58542.28
2024-12-09,Edinburgh,61020.71
2024-12-16,Edinburgh,59828.58
2024-12-23,Edinburgh,59353.63
2024-12-30,Edinburgh,60523.95
2025-01-06,Edinburgh,61221.33
2025-01-13,Edinburgh,63544.16
2025-01-20,Edinburgh,63820.7
2025-01-27,Edinburgh,63997.34
2025-02-03,Edinburgh,66546.32
2025-02-10,Edinburgh,64543.49
2025-02-17,Edinburgh,66995.64
2025-02-24,Edinburgh,66387.83
2025-03-03,Edinburgh,66394.23
2025-03-10,Edinburgh,66506.92
2025-03-17,Edinburgh,68812.02
2025-03-24,Edinburgh,66664.25
2025-03-31,Edinburgh,65847.8
2025-04-07,Edinburgh,67346.1
2025-04-14,Edinburgh,69250.61
2025-04-21,Edinburgh,66633.78
2025-04-28,Edinburgh,68294.28
2025-05-05,Edinburgh,69879.27
2025-05-12,Edinburgh,69708.68
2024-01-01,Glasgow,63927.35
2024-01-08,Glasgow,64922.64
2024-01-15,Glasgow,65877.22
2024-01-22,Glasgow,65364.41
2024-01-29,Glasgow,68156.44
2024-02-05,Glasgow,66104.57
2024-02-12,Glasgow,66728.87
2024-02-19,Glasgow,66732.71
2024-02-26,Glasgow,67661.51
2024-03-04,Glasgow,69174.45
2024-03-11,Glasgow,69278.2
2024-03-18,Glasgow,67996.8
2024-03-25,Glasgow,69991.99
2024-04-01,Glasgow,69021.34
2024-04-08,Glasgow,70670.85
2024-04-15,Glasgow,72631.92
2024-04-22,Glasgow,72925.09
2024-04-29,Glasgow,70429.89
2024-05-06,Glasgow,71432.7
2024-05-13,Glasgow,68558.16
2024-05-20,Glasgow,70512.81
2024-05-27,Glasgow,69601.36
2024-06-03,Glasgow,69203.51
2024-06-10,Glasgow,70032.8
2024-06-17,Glasgow,70254.31
2024-06-24,Glasgow,69828.05
2024-07-01,Glasgow,69401.8
2024-07-08,Glasgow,70282.61
2024-07-15,Glasgow,68110.11
2024-07-22,Glasgow,66176.94
2024-07-29,Glasgow,66155.57
2024-08-05,Glasgow,69603.71
2024-08-12,Glasgow,71557.81
2024-08-19,Glasgow,68282.54
2024-08-26,Glasgow,67918.8
2024-09-02,Glasgow,69129.85
2024-09-09,Glasgow,68673.11
2024-09-16,Glasgow,69460.06
2024-09-23,Glasgow,69318.63
2024-09-30,Glasgow,70678.56
2024-10-07,Glasgow,71210.72
2024-10-14,Glasgow,68334.76
2024-10-21,Glasgow,68339.04
2024-10-28,Glasgow,70734.43
2024-11-04,Glasgow,71153.19
2024-11-11,Glasgow,71051.11
2024-11-18,Glasgow,70704.64
2024-11-25,Glasgow,70490.78
2024-12-02,Glasgow,73763.96
2024-12-09,Glasgow,72072.04
2024-12-16,Glasgow,73972.14
2024-12-23,Glasgow,75522.28
2024-12-30,Glasgow,76389.23
2025-01-06,Glasgow,75787.88
2025-01-13,Glasgow,78541.3
2025-01-20,Glasgow,75182.04
2025-01-27,Glasgow,77927.57
2025-02-03,Glasgow,80274.89
2025-02-10,Glasgow,81967.34
2025-02-17,Glasgow,80088.85
2025-02-24,Glasgow,81556.32
2025-03-03,Glasgow,82291.43
2025-03-10,Glasgow,83697.37
2025-03-17,Glasgow,84687.38
2025-03-24,Glasgow,83139.53
2025-03-31,Glasgow,82552.11
2025-04-07,Glasgow,84964.4
2025-04-14,Glasgow,80596.95
2025-04-21,Glasgow,83081.85
2025-04-28,Glasgow,82829.12
2025-05-05,Glasgow,83169.34
2025-05-12,Glasgow,83554.81
2024-01-01,Leeds,53089.18
2024-01-08,Leeds,52985.04
2024-01-15,Leeds,54220.3
2024-01-22,Leeds,55976.07
2024-01-29,Leeds,55683.46
2024-02-05,Leeds,55528.8
2024-02-12,Leeds,54960.07
2024-02-19,Leeds,57358.09
2024-02-26,Leeds,58981.49
2024-03-04,Leeds,56257.49
2024-03-11,Leeds,58748.41
2024-03-18,Leeds,57707.06
2024-03-25,Leeds,57744.82
2024-04-01,Leeds,59528.94
2024-04-08,Leeds,61397.83
2024-04-15,Leeds,57278.95
2024-04-22,Leeds,59820.05
2024-04-29,Leeds,60045.81
2024-05-06,Leeds,59551.09
2024-05-13,Leeds,60296.46
2024-05-20,Leeds,57774.37
2024-05-27,Leeds,59428.43
2024-06-03,Leeds,59152.08
2024-06-10,Leeds,59130.89
2024-06-17,Leeds,57862.02
2024-06-24,Leeds,59263.79
2024-07-01,Leeds,55816.44
2024-07-08,Leeds,57157.54
2024-07-15,Leeds,57665.99
2024-07-22,Leeds,56694.14
2024-07-29,Leeds,56568.54
2024-08-05,Leeds,56570.45
2024-08-12,Leeds,60119.68
2024-08-19,Leeds,58490.29
2024-08-26,Leeds,58067.04
2024-09-02,Leeds,55221.01
2024-09-09,Leeds,58032.02
2024-09-16,Leeds,56630.85
2024-09-23,Leeds,57465.96
2024-09-30,Leeds,58439.3
2024-10-07,Leeds,58055.92
2024-10-14,Leeds,58301.74
2024-10-21,Leeds,59698.3
2024-10-28,Leeds,59656.47
2024-11-04,Leeds,60302.83
2024-11-11,Leeds,61111.13
2024-11-18,Leeds,60687.22
2024-11-25,Leeds,61185.56
2024-12-02,Leeds,62040.65
2024-12-09,Leeds,62731.97
2024-12-16,Leeds,62680.53
2024-12-23,Leeds,63655.18
2024-12-30,Leeds,65210.5
2025-01-06,Leeds,63464.21
2025-01-13,Leeds,65774.46
2025-01-20,Leeds,66544.04
2025-01-27,Leeds,65715.09
2025-02-03,Leeds,67846.64
2025-02-10,Leeds,69098.3
2025-02-17,Leeds,69537.25
2025-02-24,Leeds,69701.87
2025-03-03,Leeds,68711.55
2025-03-10,Leeds,68633.57
2025-03-17,Leeds,69517.41
2025-03-24,Leeds,70627.45
2025-03-31,Leeds,70640.67
2025-04-07,Leeds,69962.53
2025-04-14,Leeds,72559.19
2025-04-21,Leeds,70548.92
2025-04-28,Leeds,70686.6
2025-05-05,Leeds,71881.45
2025-05-12,Leeds,70008.95
2024-01-01,Leicester,52847.83
2024-01-08,Leicester,50672.3
2024-01-15,Leicester,55325.36
2024-01-22,Leicester,53064.28
2024-01-29,Leicester,53285.45
2024-02-05,Leicester,54852.27
2024-02-12,Leicester,56504.01
2024-02-19,Leicester,54365.27
2024-02-26,Leicester,57317.61
2024-03-04,Leicester,56330.99
2024-03-11,Leicester,55496.84
2024-03-18,Leicester,57455.03
2024-03-25,Leicester,56566.64
2024-04-01,Leicester,57790.2
2024-04-08,Leicester,58308.8
2024-04-15,Leicester,57492.69
2024-04-22,Leicester,55787.85
2024-04-29,Leicester,60028.61
2024-05-06,Leicester,59843.73
2024-05-13,Leicester,59784.1
2024-05-20,Leicester,57851.89
2024-05-27,Leicester,58553.17
2024-06-03,Leicester,58322.38
2024-06-10,Leicester,55211.3
2024-06-17,Leicester,56721.67
2024-06-24,Leicester,57065.6
2024-07-01,Leicester,55599.56
2024-07-08,Leicester,56768.62
2024-07-15,Leicester,57103.1
2024-07-22,Leicester,55884.88
2024-07-29,Leicester,54448.72
2024-08-05,Leicester,57945.69
2024-08-12,Leicester,57143.01
2024-08-19,Leicester,56106.68
2024-08-26,Leicester,56624.59
2024-09-02,Leicester,53967.39
2024-09-09,Leicester,56224.14
2024-09-16,Leicester,56090.42
2024-09-23,Leicester,58639.83
2024-09-30,Leicester,57364.8
2024-10-07,Leicester,56471.59
2024-10-14,Leicester,58820.42
2024-10-21,Leicester,58026.02
2024-10-28,Leicester,56856.9
2024-11-04,Leicester,57483.29
2024-11-11,Leicester,61328.75
2024-11-18,Leicester,58115.04
2024-11-25,Leicester,58680.44
2024-12-02,Leicester,59614.38
2024-12-09,Leicester,59353.49
2024-12-16,Leicester,60921.79
2024-12-23,Leicester,61613.38
2024-12-30,Leicester,62182.65
2025-01-06,Leicester,59992.86
2025-01-13,Leicester,61322.14
2025-01-20,Leicester,61654.01
2025-01-27,Leicester,65208.95
2025-02-03,Leicester,65000.44
2025-02-10,Leicester,62394.81
2025-02-17,Leicester,66302.11
2025-02-24,Leicester,67407.2
2025-03-03,Leicester,66329.86
2025-03-10,Leicester,67018.65
2025-03-17,Leicester,68615.61
2025-03-24,Leicester,64864.97
2025-03-31,Leicester,67957.06
2025-04-07,Leicester,68911.37
2025-04-14,Leicester,70138.26
2025-04-21,Leicester,68099.23
2025-04-28,Leicester,66086.87
2025-05-05,Leicester,68560.56
2025-05-12,Leicester,66678.37
2024-01-01,Liverpool,54627.45
2024-01-08,Liverpool,52311.84
2024-01-15,Liverpool,51734.06
2024-01-22,Liverpool,51975.27
2024-01-29,Liverpool,54876.69
2024-02-05,Liverpool,53712.82
2024-02-12,Liverpool,56284.96
2024-02-19,Liverpool,53580.47
2024-02-26,Liverpool,55857.1
2024-03-04,Liverpool,56921.07
2024-03-11,Liverpool,56155.59
2024-03-18,Liverpool,57567.63
2024-03-25,Liverpool,56186.59
2024-04-01,Liverpool,56730.42
2024-04-08,Liverpool,56838.76
2024-04-15,Liverpool,57842.77
2024-04-22,Liverpool,58574.64
2024-04-29,Liverpool,57079.82
2024-05-06,Liverpool,56160.17
2024-05-13,Liverpool,58082.07
2024-05-20,Liverpool,58645.48
2024-05-27,Liverpool,56814.69
2024-06-03,Liverpool,58641.96
2024-06-10,Liverpool,56576.66
2024-06-17,Liverpool,55694.52
2024-06-24,Liverpool,56675.46
2024-07-01,Liverpool,58082.96
2024-07-08,Liverpool,56784.65
2024-07-15,Liverpool,56515.7
2024-07-22,Liverpool,56419.39
2024-07-29,Liverpool,56412.43
2024-08-05,Liverpool,55371.65
2024-08-12,Liverpool,54085.1
2024-08-19,Liverpool,56249.11
2024-08-26,Liverpool,54905.76
2024-09-02,Liverpool,55547.87
2024-09-09,Liverpool,54453.18
2024-09-16,Liverpool,55890.14
2024-09-23,Liverpool,56325.97
2024-09-30,Liverpool,55832.55
2024-10-07,Liverpool,55773.37
2024-10-14,Liverpool,56553.62
2024-10-21,Liverpool,56858.33
2024-10-28,Liverpool,59599.37
2024-11-04,Liverpool,56423.67
2024-11-11,Liverpool,58324.22
2024-11-18,Liverpool,59034.48
2024-11-25,Liverpool,56724.03
2024-12-02,Liverpool,58343.82
2024-12-09,Liverpool,61014.86
2024-12-16,Liverpool,59562.83
2024-12-23,Liverpool,61522.02
2024-12-30,Liverpool,61686.38
2025-01-06,Liverpool,61495.43
2025-01-13,Liverpool,61961.84
2025-01-20,Liverpool,63577.99
2025-01-27,Liverpool,66143.66
2025-02-03,Liverpool,64264.2
2025-02-10,Liverpool,67477.28
2025-02-17,Liverpool,63894.87
2025-02-24,Liverpool,66244.35
2025-03-03,Liverpool,68269.39
2025-03-10,Liverpool,69247.27
2025-03-17,Liverpool,66609.34
2025-03-24,Liverpool,68081.98
2025-03-31,Liverpool,68376.11
2025-04-07,Liverpool,67660.34
2025-04-14,Liverpool,68399.87
2025-04-21,Liverpool,68356.59
2025-04-28,Liverpool,68848.74
2025-05-05,Liverpool,67376.77
2025-05-12,Liverpool,66533.32
2024-01-01,Manchester,56543.9
2024-01-08,Manchester,57603.86
2024-01-15,Manchester,56597.36
2024-01-22,Manchester,59168.17
2024-01-29,Manchester,59941.28
2024-02-05,Manchester,60683.13
2024-02-12,Manchester,60230.58
2024-02-19,Manchester,59674.96
2024-02-26,Manchester,60947.47
2024-03-04,Manchester,61624.75
2024-03-11,Manchester,61208.45
2024-03-18,Manchester,61917.05
2024-03-25,Manchester,63917.35
2024-04-01,Manchester,62709.53
2024-04-08,Manchester,64304.26
2024-04-15,Manchester,62658.99
2024-04-22,Manchester,63610.5
2024-04-29,Manchester,63455.88
2024-05-06,Manchester,60984.44
2024-05-13,Manchester,63554.43
2024-05-20,Manchester,61852.06
2024-05-27,Manchester,63726.19
2024-06-03,Manchester,61866.83
2024-06-10,Manchester,63455.03
2024-06-17,Manchester,61496.72
2024-06-24,Manchester,62298.18
2024-07-01,Manchester,61511.67
2024-07-08,Manchester,60665.37
2024-07-15,Manchester,62963.66
2024-07-22,Manchester,62061.6
2024-07-29,Manchester,60608.35
2024-08-05,Manchester,62873.73
2024-08-12,Manchester,60993.98
2024-08-19,Manchester,62329.99
2024-08-26,Manchester,61098.4
2024-09-02,Manchester,60524.55
2024-09-09,Manchester,62181.48
2024-09-16,Manchester,61179.65
2024-09-23,Manchester,62411.12
2024-09-30,Manchester,62076.11
2024-10-07,Manchester,61825.11
2024-10-14,Manchester,63479.38
2024-10-21,Manchester,64313.81
2024-10-28,Manchester,62623.83
2024-11-04,Manchester,63674.28
2024-11-11,Manchester,65772.1
2024-11-18,Manchester,62908.81
2024-11-25,Manchester,62182.34
2024-12-02,Manchester,65518.2
2024-12-09,Manchester,66556.61
2024-12-16,Manchester,67550.98
2024-12-23,Manchester,66437.37
2024-12-30,Manchester,68187.51
2025-01-06,Manchester,67658.4
2025-01-13,Manchester,82264.25
2025-01-20,Manchester,84926.64
2025-01-27,Manchester,86288.03
2025-02-03,Manchester,87870.89
2025-02-10,Manchester,84157.36
2025-02-17,Manchester,86229.92
2025-02-24,Manchester,86215.18
2025-03-03,Manchester,88288.35
2025-03-10,Manchester,88509.86
2025-03-17,Manchester,89120.09
2025-03-24,Manchester,89632.8
2025-03-31,Manchester,87657.75
2025-04-07,Manchester,90519.25
2025-04-14,Manchester,91474.2
2025-04-21,Manchester,89027.32
2025-04-28,Manchester,89792.48
2025-05-05,Manchester,89981.42
2025-05-12,Manchester,90779.97
2024-01-01,Newcastle,53364.92
2024-01-08,Newcastle,52151.07
2024-01-15,Newcastle,52829.85
2024-01-22,Newcastle,53411.77
2024-01-29,Newcastle,52416.88
2024-02-05,Newcastle,54333.92
2024-02-12,Newcastle,53761.07
2024-02-19,Newcastle,51175.03
2024-02-26,Newcastle,54767.96
2024-03-04,Newcastle,57022.61
2024-03-11,Newcastle,55145.97
2024-03-18,Newcastle,57393.91
2024-03-25,Newcastle,55636.65
2024-04-01,Newcastle,56881.28
2024-04-08,Newcastle,57046.44
2024-04-15,Newcastle,57447.65
2024-04-22,Newcastle,58013.43
2024-04-29,Newcastle,56113.33
2024-05-06,Newcastle,57398.74
2024-05-13,Newcastle,59451.0
2024-05-20,Newcastle,58140.87
2024-05-27,Newcastle,56713.6
2024-06-03,Newcastle,57132.58
2024-06-10,Newcastle,57101.88
2024-06-17,Newcastle,57274.9
2024-06-24,Newcastle,56784.34
2024-07-01,Newcastle,56773.68
2024-07-08,Newcastle,56344.38
2024-07-15,Newcastle,55623.4
2024-07-22,Newcastle,57113.21
2024-07-29,Newcastle,56941.44
2024-08-05,Newcastle,54013.74
2024-08-12,Newcastle,54167.93
2024-08-19,Newcastle,55815.93
2024-08-26,Newcastle,53992.21
2024-09-02,Newcastle,54982.14
2024-09-09,Newcastle,54984.72
2024-09-16,Newcastle,55669.65
2024-09-23,Newcastle,54900.24
2024-09-30,Newcastle,58719.05
2024-10-07,Newcastle,56845.54
2024-10-14,Newcastle,57125.85
2024-10-21,Newcastle,54787.23
2024-10-28,Newcastle,55042.81
2024-11-04,Newcastle,57378.42
2024-11-11,Newcastle,58538.1
2024-11-18,Newcastle,58080.47
2024-11-25,Newcastle,59773.53
2024-12-02,Newcastle,56272.13
2024-12-09,Newcastle,60610.53
2024-12-16,Newcastle,61587.45
2024-12-23,Newcastle,58752.23
2024-12-30,Newcastle,61610.25
2025-01-06,Newcastle,61917.9
2025-01-13,Newcastle,61798.5
2025-01-20,Newcastle,60525.29
2025-01-27,Newcastle,61959.18
2025-02-03,Newcastle,64317.5
2025-02-10,Newcastle,65739.24
2025-02-17,Newcastle,65007.45
2025-02-24,Newcastle,67445.64
2025-03-03,Newcastle,64833.97
2025-03-10,Newcastle,68159.57
2025-03-17,Newcastle,63962.48
2025-03-24,Newcastle,66770.24
2025-03-31,Newcastle,67566.51
2025-04-07,Newcastle,67995.35
2025-04-14,Newcastle,68510.73
2025-04-21,Newcastle,66217.45
2025-04-28,Newcastle,64850.36
2025-05-05,Newcastle,67159.8
2025-05-12,Newcastle,65736.79
2024-01-01,Nottingham,58796.12
2024-01-08,Nottingham,58010.88
2024-01-15,Nottingham,59661.58
2024-01-22,Nottingham,60516.94
2024-01-29,Nottingham,61423.66
2024-02-05,Nottingham,60990.94
2024-02-12,Nottingham,63929.54
2024-02-19,Nottingham,62117.46
2024-02-26,Nottingham,63239.47
2024-03-04,Nottingham,64494.74
2024-03-11,Nottingham,64292.2
2024-03-18,Nottingham,66379.2
2024-03-25,Nottingham,64798.11
2024-04-01,Nottingham,64689.3
2024-04-08,Nottingham,66775.75
2024-04-15,Nottingham,66237.24
2024-04-22,Nottingham,64687.94
2024-04-29,Nottingham,65188.0
2024-05-06,Nottingham,66063.36
2024-05-13,Nottingham,67371.56
2024-05-20,Nottingham,66715.6
2024-05-27,Nottingham,65668.02
2024-06-03,Nottingham,62531.82
2024-06-10,Nottingham,66060.52
2024-06-17,Nottingham,63616.83
2024-06-24,Nottingham,63001.4
2024-07-01,Nottingham,63907.59
2024-07-08,Nottingham,64720.92
2024-07-15,Nottingham,64458.21
2024-07-22,Nottingham,67282.15
2024-07-29,Nottingham,63788.57
2024-08-05,Nottingham,62961.51
2024-08-12,Nottingham,65244.87
2024-08-19,Nottingham,63975.04
2024-08-26,Nottingham,63182.81
2024-09-02,Nottingham,62655.87
2024-09-09,Nottingham,63749.06
2024-09-16,Nottingham,65717.01
2024-09-23,Nottingham,64863.74
2024-09-30,Nottingham,63915.56
2024-10-07,Nottingham,65631.0
2024-10-14,Nottingham,65108.94
2024-10-21,Nottingham,63642.26
2024-10-28,Nottingham,66517.72
2024-11-04,Nottingham,66788.96
2024-11-11,Nottingham,68629.14
2024-11-18,Nottingham,67037.18
2024-11-25,Nottingham,66284.09
2024-12-02,Nottingham,69183.93
2024-12-09,Nottingham,71975.32
2024-12-16,Nottingham,68724.7
2024-12-23,Nottingham,72275.17
2024-12-30,Nottingham,70979.01
2025-01-06,Nottingham,72378.8
2025-01-13,Nottingham,72254.7
2025-01-20,Nottingham,71828.25
2025-01-27,Nottingham,74792.34
2025-02-03,Nottingham,73632.4
2025-02-10,Nottingham,74946.88
2025-02-17,Nottingham,75942.59
2025-02-24,Nottingham,74112.04
2025-03-03,Nottingham,76990.46
2025-03-10,Nottingham,77155.87
2025-03-17,Nottingham,76662.94
2025-03-24,Nottingham,76536.66
2025-03-31,Nottingham,77963.56
2025-04-07,Nottingham,78312.42
2025-04-14,Nottingham,77707.85
